val,City name,City name (CDP),City name (carbonn),City name (PKU),City name (GEA),City name (UITP),City name (WB),Definition (CDP),Definition (carbonn),Definition (WB),Study year (WB),Reporting year (CDP),Scope-1 GHG emissions [tCO2 or tCO2-eq],Scope-1 source dataset,Scope-1 GHG emissions units,Year of emission,Emissions protocol,Gases included (CDP),Methodology details (CDP),Increase/Decrease from last year (CDP),Reason for increase/decrease in emissions (CDP),Scope-2 (CDP) [tCO2-eq],Total emissions (CDP) [tCO2-eq],CDP2016 data edited (CDP),Emissions Quality Flag (CDP),S1 lower bound [tCO2] (CDP),S1 upper bound [tCO2] (CDP),S1 mean (CDP) [tCO2],TOT lower bound [tCO2] (CDP),TOT upper bound [tCO2] (CDP),TOT mean (CDP) [tCO2],Scope fraction (CDP),CO2 emissions per capita (PKU) [tCO2/capita],City location (CDP) [degrees],Latitude (others) [degrees],Longitude (others) [degrees],Coordinate source (others),Country,Region,Population (CDP),Population year (CDP),Population (carbonn),Population year (carbonn),Urban population (PKU),Population (GEA),Population (UITP),Population (WB),Population year (WB),Population (others),Population year (others),Population source (others),Population 1950 (WB),Population 1990 (WB),Population 2010 (WB),Population growth rate 1950-2010 (WB) [people/60years],Population growth rate 1990-2010 (WB) [people/20years],Ancillary from GEA+,City area (CDP) [km2],City area (GEA) [km2],City area (WB) [km2],Built-up area (PKU) [km2],City area (others) [km2],City area source year (others),City area source (others),Population density (GEA) [people/km2],Population density (UITP) [people/km2],Population density (WB) [people/km2],Population/sqrt(area) (GEA) [people/km],Population/sqrt(area) (WB) [people/km],Average altitude [m],Average annual temperature (CDP) [degrees Celsius],Weather station ID (GEA+),CDD 23C (GEA+) [degrees C × days],HDD 15.5C (GEA+) [degrees C × days],HDD 15.5C (clim) [degrees C × days],CDD 23C (clim) [degrees C × days],GDP (CDP) [multiple units],GDP unit (CDP),GDP year (CDP),GDP source (CDP),GDP (carbonn) [multiple units],nGDP (carbonn) [multiple units],GDP unit (carbonn),GDP year (carbonn),GDP (PKU) [10000 RMB],Income per capita (PKU) [RMB/capita],GDP-PPP (others) [$BN],GDP-PPP/capita (others) [USD/capita],GDP-PPP source (others),GDP-PPP year (others),nGDP (others) [$BN],nGDP/capita (others) [USD/capita],nGDP source (others),nGDP year (others),GDP-PPP/capita (GEA) [USD/year],GDP-PPP/capita (UITP) [USD/year],GDP-PPP/capita (WB) [USD/year],Total final consumption per capita (GEA) [GJ/capita/yr],Energy per capita CO2 (WB) [tCO2-eq/capita/yr],Diesel price (GEA+) [USD/liter],Gasoline price (GEA+) [USD/liter],Center of commerce index (GEA+) [dimensionless],Household size (GEA+) [people/household],Household size year (GEA+),Household source (GEA+),Household size comment (GEA+),Urbanization ratio (GEA+) [percent],Water bounded (GEA+),Other bounded (GEA+),Mean one-way travel time (others) [minutes],Mean one-way travel time year (others),Mean one-way travel time source (others),Diesel price 2014 (others) [USD/liter],Gasoline price 2014 (others) [USD/liter],Household size (others) [people/household],Household size year (others),Household size source (others),Household size comment (others),Congestion rank (INRIX) [dimensionless],Peak hours spent in congestion (INRIX) [hours],INRIX congestion index (INRIX) [dimensionless],Average congestion rate (INRIX) [percent],Congestion rank (TomTom) [dimensionless],Congestion level (TomTom) [× 100 percent],Congestion change (TomTom) [× 100 percent],Morning peak (TomTom) [percent],Evening peak (TomTom) [percent],Economy (IESE) [dimensionless],Environment (IESE) [dimensionless],Governance (IESE) [dimensionless],Human capital (IESE) [dimensionless],International impact (IESE) [dimensionless],Mobility and transportation (IESE) [dimensionless],Public management (IESE) [dimensionless],Social cohesion (IESE) [dimensionless],Technology (IESE) [dimensionless],Urban planning (IESE) [dimensionless],CIMI (IESE) [dimensionless],CIMI ranking (IESE) [dimensionless],CIMI performance (IESE) [dimensionless],Urban area name (UEX),Low BUA - 1990 (UEX) [km2],Low BUA - 2000 (UEX) [km2],Low BUA - 2014 (UEX) [km2],High BUA - 1990 (UEX) [km2],High BUA - 2000 (UEX) [km2],High BUA - 2014 (UEX) [km2],Low BUA % - 1990 (UEX) [percent],Low BUA % - 2000 (UEX) [percent],Low BUA % - 2014 (UEX) [percent],High BUA % - 1990 (UEX) [percent],High BUA % - 2000 (UEX) [percent],High BUA % - 2014 (UEX) [percent],Low BUA population density - 1990 (UEX) [people/km2],High BUA population density - 1990 (UEX) [people/km2],Low BUA population density - 2000 (UEX) [people/km2],High BUA population density - 2000 (UEX) [people/km2],Low BUA population density - 2014 (UEX) [people/km2],High BUA population density - 2014 (UEX) [people/km2],Exports (others) [m3],Production (others) [m3],Natgas Export/Production ratio (others),CH4_waste/capita (others) [tCH4/capita],CH4_waste+natgas/capita (others) [tCH4/capita],Corrected CH4_(waste+natgas)/capita (others) [tCH4/capita],Year from CIA (others),AQF (CDP/GEA),AQF (CDP/WB),AQF (CDP/OTHERS),AQF (PKU/GEA),AQF (PKU/WB),AQF (PKU/OTHERS),PQF (CDP),PQF (carbonn),PQF (WB),PQF (WB2010),PQF (OTHERS),HQF (GEA+),HQF (OTHERS)
10,Amman,Greater Amman Municipality,,,,,,A metropolitan area,,,,2016,3322603,CDP,tCO2-eq,2014,2006 IPCC Guidelines for National Greenhouse Gas Inventories,CO2; CH4; N2O,,This is our first year of calculation,,3892804,7215407,,A,2267715.93896607,2744820.62596431,2506268.28246519,6160519.93896607,6637624.62596431,6399072.28246519,1,,"(31.945367, 35.928372)",31.95,35.932778,https://en.wikipedia.org/wiki/Amman,Jordan,"North Africa, Middle East, West Asia",3604459,2015,,,,,,,,4007526,2016,https://en.wikipedia.org/wiki/Amman,,,,,,,800,,,,1680,,https://en.wikipedia.org/wiki/Amman,,,,,,900,17,,,,764,313,10697000000,JOD     Jordanian Dinar,2014,Ministry of Energy and Mineral Resources,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,50.29,2014-2017,https://www.numbeo.com/traffic/in/Amman [BASED ON 25 CONTRIBUTORS],0.82,1.27,5.2,2008,https://knoema.com/atlas/Jordan/Amman/Average-Households-Size,,,,,,,,,,,171,156,170,174,154,180,66,92,167,169,36.7,175,B,Greater Amman Municipality Urban Area,253.6875,291.125,322.625,290.1875,357.3125,421.75,0.466444495518272,0.448963855421687,0.433417296389589,0.533555504481728,0.551036144578313,0.566582703610411,251.262705754739,2261.53710700563,666.493351762077,6751.48795156194,883.311331172604,9027.92987545355,0,1,0,0.0057248771,0.0104522032,0.0104522032,,,,0,,,,1,,,,1,,1
11,Amsterdam,City of Amsterdam,,,Amsterdam,Amsterdam,,Administrative boundary of a local government,,,,2016,2161000,CDP,tCO2,2016,Other,CO2,"Local standard based on electricity, gas, district heat en local transportation.",Decreased,"The decrease is very slight (<0,1%). An exact reason cannot be given. It probably has to do with the fact that outdoor temperatures were lower in 2015 than in 2014 and an increase of economical activity. Despite these curcumstances it is a decrease of emissions. This can be an indication that climate policies have a positieve affect, though not very strong.",2310000,4471000,S1 derived from TOT - S2 in CDP2016 dataset,C,,,,,,,1,,"(52.370216, 4.895168)",52.367,4.9,https://en.wikipedia.org/wiki/Amsterdam,Netherlands,Europe,822272,2015,,,,743000,831499,,,810000,2016,http://www.c40.org/cities/amsterdam,,,,,,1,219,219,,,219,2016,http://www.c40.org/cities/amsterdam,3392.69406392694,5703,,50207.2872150818,,2,11.8,EHAM,15,2060,1950,0,50047000000,EUR     Euro,2013,"Rapport Economische Verkenningen MRA 2015, blz 97. (Amsterdam Metropolitan Area)",,,,,,,320.6,45265,[1] The number is for Amsterdam-Rotterdam,2014,120.67123,49676.2166267694,[24] GDP from cities. Population in cities. Organisation of Economic Co-Operation and Development (OECD). OECD.Stat (Statistics of OECD Countries and selected non-member economies). Retrieved 10/10/2017 from https://stats.oecd.org/,2013,41069.3681184362,28321.84,,74.51,,1.45,1.68,60.06,1.82,2004,http://www.urbanaudit.org,,80.172,1,,37.5,2015,"Waze, cited in http://www.businessinsider.fr/us/the-15-cities-with-the-longest-commutes-in-the-world-2015-10/",1.8,2.15,1.8,2013,eurostat 2014 [http://ec.europa.eu/eurostat/cache/RCI/#?vis=city.statistics&lang=en],,215,27,4.8,9.2%,129,0.22,0.02,35%,52%,32,95,31,34,7,20,56,26,6,1,82.86,10,RA,Amsterdam and Rotterdam Urban Area,767.75,820.375,810.3125,1285.375,1469.9375,1788.9375,0.373942161339422,0.358193477964252,0.311748581321535,0.626057838660578,0.641806522035748,0.688251418678465,1749.71957754865,6483.27671453689,275.634100333003,3042.12085006417,233.429310897484,2726.10657709848,63420000000,81520000000,0.78,0.0136552404,0.0287396254,0.0170044476,2013,1,,1,,,,1,,,,1,1,1
12,Anshan,,,Anshan,,,,,,,,,3293364.54581,PKU,tCO2,2010,Other,,,,,,,,,,,,,,,,1.34474582128,,41.1166666667,122.983333333,wikipedia,China,East Asia,,,,,2449061,,,,,1529850,,"wikipedia, urban values",,,,,,,,,,200.8,624,,"(urban), from wikipedia",,,,,,,,,,,3427,86,,,,,,,,,12561795,36028.53,0.00134474582128,,[1],2014,20,13157.8947368,[19],,,,,,,,,,,,,,,,,,,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,Anshan Urban Area,275.375,304.6875,327.5625,429.1875,486.6875,634.1875,0.390845382772997,0.385010266940452,0.340590070184559,0.609154617227003,0.614989733059548,0.659409929815441,818.280222284152,7833.92505387037,432.119231861356,5226.01689706364,353.920242526554,4069.94213073158,,,,,,,,,,,,,0,,,,,,,
13,Anyang,,,Anyang,,,,,,,,,917789.196792,PKU,tCO2,2010,Other,,,,,,,,,,,,,,,,0.462207237668,,36.1,114.333333333,wikipedia,China,East Asia,,,,,1985666,,,,,950301,,"wikipedia, urban values",,,,,,,,,,161.1,543.5,,"(urban), from wikipedia",,,,,,,,,,,2072,241,,,,,,,,,3637605,34583.21,,,,2008,6,5231.0374891,[19],,,,,,,,,,,,,,,,,,,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,Anyang Urban Area,173.3125,215.625,233.6875,217.125,274.75,354.5625,0.443893068672963,0.439714504205965,0.397258818529537,0.556106931327037,0.560285495794035,0.602741181470463,646.60404422089,7302.80070476988,526.597499324278,5384.16452944116,406.508122079583,4154.19019351114,,,,,,,,,,,,,0,,,,,,,
14,"Arlington, VA","City of Arlington, VA",,,,,,Administrative boundary of a local government,,,,2016,1257464,CDP,tCO2-eq,2015,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),CO2; CH4; N2O,"Transportation, fuel oil use, and solid waste emissions data are the most recent available, from a 2012 inventory. Electricity and natural gas consumption in the community reflect actual 2015 data based on utility reporting.",Decreased,"Total emissions have decreased since the 2014 accounting. Electricity emissions increased slightly over this time, while natural gas use fell.  We are exploring whether this shift is due to the weather, or perhaps also a fuel shift  from gas to electric heat pumps in large residential buildings (as with retrofits from central systems to individually-metered units).",1223236,2480700,,A,1041064.89540448,1150073.65863708,1095569.27702078,2264300.89540448,2373309.65863708,2318805.27702078,1,,"(37.226486, -76.002594)",38.881,-77.1372613,"https://www.google.fr/maps/place/Arlington,+VA,+USA/@38.8808084,-77.1372613,13z/data=!3m1!4b1!4m5!3m4!1s0x89b7b69d7ba7a70f:0xf8cf6fc845f6b093!8m2!3d38.8799697!4d-77.1067698",USA,North America,216700,2015,,,,,,,,230050,2016,https://www.census.gov/quickfacts/fact/table/arlingtoncountyvirginia/PST045216,,,,,,,67,,,,67.2620403,2010,https://www.census.gov/quickfacts/fact/table/arlingtoncountyvirginia/PST045216,,,,,,83,14.5,,,,464,73,18871919000,USD     US Dollar,2014,US Dept of Commerce Bureau of Economic Analysis,,,,,,,,,,2008,471.584,,"[20] The number is for Washington-Arlington-Alexandria, DC-VA-MD-WV",,,,,,,,,,,,,,,,,28.1,(2011-2015),,0.97,0.86,2.24,2011-2015,https://www.census.gov/quickfacts/fact/table/arlingtoncountyvirginia/PST045216,,,,,,,,,,,,,,,,,,,,,,,,see: Washington DC Urban Area,,,,,,,,,,,,,,,,,,,42870000000,766200000000,0.06,0.0176989817,0.0367294791,0.0356646952,,,,1,,,,1,,,,1,,1
15,Aspen and Pitkin County,City of Aspen and Pitkin County,,,,,,A metropolitan area,,,,2016,,CDP,tCO2-eq,2014,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),CO2; CH4; N2O,,Decreased,Aggregate emissions: -7.4% between 2004 and 2014. Res. Energy: +5%; Comm. Energy: -26%; Vehicles: - 13%; Airport: +15%; Waste:=2%,,394341,,D,,,,385925.701179389,390164.819073995,388045.260126692,,,"(39.195, -106.837)",39.195,-106.837002,"https://en.wikipedia.org/wiki/Aspen,_Colorado",USA,North America,8427,2010,,,,,,,,7710,2010,"(Urban Cluster) Thomas Brinkhoff: City Population, http://www.citypopulation.de/php/usa-ua.php?cityid=03520",,,,,,,20,,,,11.852,2010,"(Urban Cluster) Thomas Brinkhoff: City Population, http://www.citypopulation.de/php/usa-ua.php?cityid=03520",,,,,,2405,6,,,,464,73,566889555,USD     US Dollar,2013,City of Aspen - Finance Dept (Liz Woods),,,,,,,,,,2008,,,[20],,,,,,,,,,,,,,,,,14.5,2015,https://datausa.io/profile/geo/aspen-co/,0.97,0.86,2.03,2011-2015,https://www.census.gov/quickfacts/fact/table/aspencitycolorado/PST045216,,,,,,,,,,,,,,,,,,,,,,,,City of Aspen and Pitkin County Urban Area,2.875,3.5625,3.625,0.125,0.125,0.1875,0.958333333333333,0.966101694915254,0.950819672131147,0.0416666666666667,0.0338983050847458,0.0491803278688525,373.683586093423,1251.46746977784,1126.17544014412,1888,1123.034480767,4224,42870000000,766200000000,0.06,0.0176989817,0.0367294791,0.0356646952,,,,1,,,,1,,,,1,,1
16,Athens,City of Athens,,,Athens,Athens,,Administrative boundary of a local government,,,,2016,1260355,CDP,tCO2-eq,2014,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",CO2; CH4; N2O,,This is our first year of calculation,It is the first an inventory has been developed using the GPC Standard. Previous inventory did not use this methodology so the data cannot be compared.,3451221,4711576,,A,991456.416489313,1011876.4745827,1001666.445536,4442677.41648931,4463097.4745827,4452887.445536,1,,"(37.98381, 23.727539)",37.984,23.727806,https://en.wikipedia.org/wiki/Athens,Greece,Europe,664046,2011,,,,3400000,3464866,,,660000,2016,http://www.c40.org/cities/athens,,,,,,1,39,412,,,39,2016,http://www.c40.org/cities/athens,8252.42718446602,6944,,167505.97728793,,208,17.5,LGAV,460,794,495,165,19951634580,EUR     Euro,2013,www.statistics.gr,,,,,,,129.623,32484,[1],2014,117.88992,33292.6350902748,[24],2013,22603.5093651293,11505.98,,88.77,,1.41,1.23,43.25,2.35,2004,http://www.urbanaudit.org,,60.316,1,,37.46,2014-2017,https://www.numbeo.com/traffic/in/Athens [BASED ON 117 CONTRIBUTORS],1.63,1.98,2.2,2011,ATHINA   eurostat 2014 [http://ec.europa.eu/eurostat/cache/RCI/#?vis=city.statistics&lang=en],,,,,,41,0.37,0.01,58%,56%,115,99,95,67,39,46,95,160,98,25,60.9,94,RA,City of Athens Urban Area,216.875,229.9375,235.875,506.25,525.25,540.3125,0.299913569576491,0.304477364892825,0.303889202029149,0.700086430423509,0.695522635107175,0.696110797970851,336.569220202355,3234.36000162042,356.0950993886,6755.86836200462,316.147452566262,6514.13612692344,0,1,0,0.013363883,0.0144621319,0.0144621319,,0,,1,,,,1,,,,1,1,1
17,Atlanta,City of Atlanta,,,,Atlanta,,Administrative boundary of a local government,,,,2016,3548215,CDP,tCO2-eq,2014,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",CO2; CH4; N2O,"The Atlanta Mayor’s Office of Sustainability uses the Global Protocol for Community-Scale Greenhouse Gas Emission Inventories (GPC) as the framework for its annual citywide greenhouse gas (GHG) reports, which is consistent with international standards. The GPC level selected for the 2013 reports was BASIC. This level will serve as a baseline for more comprehensive reports in the future. This report included emissions from electricity and natural gas consumption, vehicles, city-owned landfills, municipal solid waste (MSW) generated inside the city but sent to landfills outside city limits, and emissions from wastewater treatment plants (WWTP), the Metropolitan Atlanta Rapid Transit Authority (MARTA), and the Hartsfield-Jackson Atlanta International Airport (excluding aviation fuel emissions). All these emitting sources are in compliance with the GPC protocol.",Increased,"Factors for the increase in emissions are: a growth in the construction market, the construction of a new international terminal at the airport, and cheap prices of oil",5476020,9024235,,A,3105056.19685336,3328292.76309031,3216674.47997184,8581076.19685336,8804312.76309031,8692694.47997184,1,,"(33.7489954, -84.3879824)",33.755,-84.39,https://en.wikipedia.org/wiki/Atlanta,USA,North America,443775,2013,,,,,2897178,,,472522,2016,https://www.census.gov/quickfacts/fact/table/atlantacitygeorgia/PST045216,,,,,,1,343,,,,344.8571685,2010,https://www.census.gov/quickfacts/fact/table/atlantacitygeorgia/PST045216,,636,,,,272,16.9,KGAATLAN16,,,1154,528,260000000000,USD     US Dollar,2013,http://www.atlantaga.gov/modules/showdocument.aspx?documentid=12107,,,,,,,294.42,52609,[1],2014,249.7,47024.4821092279,"[3], [19]",,,31036.95,,,,0.78,0.56,52.86,2.68,2010,http://factfinder2.census.gov/faces/tableservices/jsf/pages/productview.xhtml?pid=DEC_10_DP_DPDP1&prodType=table,,80.731,0,,25.5,(2011-2015),,0.97,0.86,2.25,2011-2015,https://www.census.gov/quickfacts/fact/table/atlantacitygeorgia/PST045216,,9,71,12.2,10.0%,104,0.27,0.03,45%,65%,,,,,,,,,,,,,,City of Atlanta Urban Area,1491.75,1340.8125,1265.8125,2099.125,2517.8125,2767.8125,0.415427994569569,0.347484531406913,0.313815116675447,0.584572005430431,0.652515468593087,0.686184883324553,218.565435005764,1140.67762612043,310.793201119343,999.143964479018,321.102649216665,1196.45322817347,42870000000,766200000000,0.06,0.0176989817,0.0367294791,0.0356646952,,,,1,,,,1,,,,1,1,1
18,Auckland,Auckland Council,,,,,,Administrative boundary of a local government,,,,2016,9133523,CDP,tCO2-eq,2013,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",CO2; CH4; N2O,Version 1 (published in 2014),Increased,"There was a 0.9 per cent increase in emissions between 2009 and 2013. The emissions for 2009 were 10,857 ktCO2e (our last emissions inventory). The emissions for 2013 were 10,955 ktCO2e (our most recent emissions inventory). The main driver of the increase was the increased emissions from the industrial processes and product use sector. Over the same timeframe, the population increased by 5.0 per cent and the GDP increased by 8.4 per cent. Subsequently, the emissions intensity by population decreased from 7.6 to 7.3 tCO2e per capita. Similarly the emissions intensity by GDP decreased from 160 to 149 tCO2e per million $NZ (2009/2010 price). Overall, the emissions intensity has reduced and there is evidence that emissions are decoupling from population and economic growth.",1338632,10472155,,A,8102073.11753756,8550047.16707708,8326060.14230732,9440705.11753756,9888679.16707708,9664692.14230732,1,,"(-36.815328, 174.741788)",-36.841,174.74,https://en.wikipedia.org/wiki/Auckland,New Zealand,Oceania,1569900,2015,,,,,,,,1570000,2016,http://www.c40.org/cities/auckland,,,,,,,4894,,,,4893,,http://www.c40.org/cities/auckland,,,,,,79,15.3,,,,376,0,81186000,NZD     New Zealand Dollar,2014,Statistics New Zealand,,,,,,,49.52,31766,[1],2014,45,33358.042994811,[19],,,,,,,,,,,,,,,,,40.9183673469388,2014-2015,"The New Zealand Attitudes and Values Study, value given in hours/week",1.11,1.71,3,2013,"2013 census, Statistics New Zealand (2014). 2013 Census QuickStats about families and households.
Available from www.stats.govt.nz.",,,,,,40,0.38,0.05,68%,81%,30,100,4,124,76,85,41,40,44,82,71.23,44,RA,Auckland Council Urban Area,177.25,189.8125,201.9375,417.875,435.4375,448.5,0.297836588951901,0.303578568572571,0.310464110694725,0.702163411048099,0.696421431427429,0.689535889305275,298.303372144605,3226.8513728135,284.703772411534,2127.19093256786,273.2588120996,2613.78014473108,0,1,0,0.0132737261,0.0234648677,0.0234648677,,,,1,,,,1,,,,1,,1
19,Austin,City of Austin,,,Austin,,Austin ,Combination of administrative divisions,,City ,2005,2016,6439000,CDP,tCO2-eq,2013,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),CO2; CH4; N2O; PFCs,,Decreased,"Renewable energy in our electricity generation, energy efficiency, and fuel efficiency of the city wide vehicle fleet",7261000,13700000,,A,5552029.30180822,5998831.42242773,5775430.36211797,12813029.3018082,13259831.4224277,13036430.362118,1,,"(30.2672, -97.7431)",30.267,-97.733333,"https://en.wikipedia.org/wiki/Austin,_Texas",USA,North America,888204,2015,,,,337203.663837784,,672011,2005,947890,2016,https://www.census.gov/quickfacts/fact/table/austincitytexas/PST045216,137000,569000,1266000,1.03775591864785,1.04079709639346,1,704,,704,,771.558021,2010,https://www.census.gov/quickfacts/fact/table/austincitytexas/PST045216,1092.07,,954.561079545454,,25327.3675226309,149,20,KATT,954,670,281,1634,,,,,,,,,,,107.364,55420,[1],2014,81,46605.2934407365,[19],,49789.0262133809,,49789.0262133809,147.652684572646,15.4,0.78,0.56,,2.43,2010,http://factfinder2.census.gov/faces/tableservices/jsf/pages/productview.xhtml?pid=DEC_10_DP_DPDP1&prodType=table,,80.731,0,,23.4,(2011-2015),,0.97,0.86,2.47,2011-2015,https://www.census.gov/quickfacts/fact/table/austincitytexas/PST045216,,42,47,8,11.9%,115,0.25,0.03,39%,59%,,,,,,,,,,,,,,City of Austin Urban Area,421.125,458.625,487.875,463.0625,616.875,793.9375,0.47628472467661,0.426429567642957,0.380613389243747,0.52371527532339,0.573570432357043,0.619386610756253,548.438831590133,1212.85474688721,259.0008543127,1247.69312267497,185.869061160722,1689.58485916401,42870000000,766200000000,0.06,0.0176989817,0.0367294791,0.0356646952,,,1,1,,,,1,,0,1,1,1,1
20,Balikpapan,,City of Balikpapan,,,,,,Municipality,,,,481003,carbonn,tCO2-eq,2015,Community - GPC,,,,,,,,,,,,,,,,,,-1.23793,116.852853,carbonn,Indonesia,Southeast Asia,,,762492,2016,,,,,,736806,2015,Wikipedia,,,,,,,,,,,503.3,2015,Wikipedia,,,,,,,,,,,0,1339,,,,,69874824.44,6066.0765323921,IDR,2015,,,,,,,7,12544802.8673835,"[3], [19]",,,,,,,,,,,,,,,,,,,,0.8,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,Balikpapan Urban Area,37.875,42.0625,40.375,30.375,34.75,35.5625,0.554945054945055,0.54759967453214,0.531687242798354,0.445054945054945,0.45240032546786,0.468312757201646,746.623989579684,5712.74611162386,1353.14027101234,10262.7340434781,2058.13503441676,15346.4820794774,,,,,,,,,,,,,,,1,,,1,,
21,Baltimore,City of Baltimore,,,,,,Administrative boundary of a local government,,,,2017,4019044,CDP,tCO2-eq,2014,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),CO2; CH4; N2O,"medium/high. High confidence in stationary energy combustion and transportation emissions. Medium confidence in solid waste emissions (landfill waste emissions) due to proxy for landfill waste characterization, assumptions made for landfill gas capture system efficiency. High confidence about incineration activities in the City due to directly monitored emissions data received from EPA",Increased,"Natural gas consumption decreased in residential sector but increased in commercial and industrial sectors. Electricity consumption increased across the board. Even though electricity emissions factors decreased in 2014, the increase in electricity consumption offset improvements in emissions factors. On-road and rail activity increased. Solid waste generation decreased slightly due to increased diversion of waste from the landfill but waste water generation increased.",3211447,7230497,Replaced by CDP2017 data. Reason: Both scopes missing (Case 4b) in CDP2016. Soln: Updated with CDP2017 values that contain at least one scope,A,3405233.48210844,3714434.04714583,3559833.76462714,6616686.48210844,6925887.04714583,6771286.76462714,1,,"(39.2903848, -76.6121893)",39.283,-76.616667,https://en.wikipedia.org/wiki/Baltimore,USA,North America,614664,2016,,,,,,,,614664,2016,https://www.census.gov/quickfacts/fact/table/baltimorecitymaryland/PST045216,,,,,,,210,,,,209.6337906,2010,https://www.census.gov/quickfacts/fact/table/baltimorecitymaryland/PST045216,,,,,,240,14.7,,,,464,73,43700000000000,USD     US Dollar,2014,National Association of Counties/U.S. Bureau of Economic Analysis,,,,,,,173.747,62291,[1],2014,145,53406.9981583794,[19],,,,,,,,,,,,,,,,,30.5,(2011-2015),,0.97,0.86,2.47,2011-2015,https://www.census.gov/quickfacts/fact/table/baltimorecitymaryland/PST045216,,218,26,4.7,6.9%,145,0.19,0.01,33%,46%,16,125,19,16,74,63,3,98,3,13,79.82,20,RA,City of Baltimore Urban Area,408.75,424.625,437.9375,761,853.75,932.125,0.349433639666595,0.332159968710277,0.319647826285297,0.650566360333405,0.667840031289723,0.680352173714703,335.846635778166,920.515903001441,297.948920098517,1863.39230446266,227.096537240242,1810.48068070862,42870000000,766200000000,0.06,0.0176989817,0.0367294791,0.0356646952,,,,1,,,,1,,,,1,,1
22,Bandung,,City of Bandung,,,,,,Municipality,,,,2660.98238,carbonn,tCO2-eq,2013,Community,,,,,,,,,,,,,,,,,,-6.91746,107.619123,carbonn,Indonesia,Southeast Asia,,,2483977,2014,,,,,,2575478,2015,Wikipedia,,,,,,,,,,,167.67,2015,Wikipedia,,,,,,,,,,,0,355,,,,,40890012000000,4586959387.01624,IDR,2013,,,21,,[2],2008,10,4175365.34446764,"[3], [19]",,,,,,,,,,,,,,,,,,,,0.8,0.93,,,,,65,43,9.2,20.1%,,,,,,,,,,,,,,,,,,,Bandung Urban Area,461.6875,458.9375,464.1875,442.4375,514.875,591.25,0.510645651873358,0.471279122007573,0.439805767750341,0.489354348126642,0.528720877992427,0.560194232249659,443.429834400885,5999.47796312193,1445.60491343545,11988.0802253562,1469.52608883041,13474.029704946,,,,,,,,,,,,,,,1,,,1,,
23,Bangalore,,Bengaluru Municipal Corporation,,Bangalore,,,,Municipality,,,,5568706.7,carbonn,tCO2-eq,2008,Community,,,,,,,,,,,,,,,,,,12.97029,77.596152,carbonn,India,South Asia,,,9621551,2011,,4130000,,,,12339447,2017,Wikipedia,,,,,,1,,,,,709,2017,Wikipedia,7600,,,,,,,43295,705,2,0,342,,,,,13627993701,16056968041.5791,USD,2011,,,45.313,5051,[1],2014,29,3550.87547447043,"[3], [19]",2010,1993,,,10.953995157385,,0.7,1.09,35.78,4.03,2011,Household: http://www.censusindia.gov.in/2011census/hlo/District_Tables/Distt_table/29/HH1604-2900CRCD.pdf -- Population: http://www.censusindia.gov.in/2011-prov-results/paper2/data_files/karnataka/4-population-8-19.pdf,Calculation: pop/household (9588910/2377056),29.235,0,,,,,0.91,1.1,,,,,,,,,,,,,,166,175,126,161,143,128,167,104,137,170,37.3,174,B,Bangalore Urban Area,293.125,356.125,419.9375,311.875,414.5,639.125,0.484504132231405,0.462124898621249,0.396518146946002,0.515495867768595,0.537875101378751,0.603481853053998,943.290614469476,3375.6747719933,1408.09286330743,14651.8646759705,1776.53029029703,16544.1187594582,,,,,,,,,,,,,,,1,,,0,1,
24,Baoding,,,Baoding,,,,,,,,,2946568.18924,PKU,tCO2,2010,Other,,,,,,,,,,,,,,,,0.678879734794,,38.8666666667,115.466666667,wikipedia,China,East Asia,,,,,4340339,,,,,1157891,,"wikipedia, urban values",,,,,,,,,,133.1,326,,"(urban), from wikipedia",,,,,,,,,,,2399,268,,,,,,,,,5434022,30710.71,,,,2008,9,7020.28081123,[19],,,,,,,,,,,,,,,,,,,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,Baoding Urban Area,120.0625,135.125,138.25,217.0625,273.9375,326.625,0.35613644790508,0.330328495034377,0.297391771981716,0.64386355209492,0.669671504965623,0.702608228018284,538.276620029221,6520.19695907528,357.413582609248,4995.46509457483,290.025699199588,4561.99492524677,,,,,,,,,,,,,0,,,,,,,
